"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q41","Q42","Q43","Q44","Q45","Obs","Exp","habilidade","se.z1","respostas","Ocorrência","alunos_id_string" 
"4525",0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.241303412486171,0.560258804091947,"01010010100010011000000001110110000000110000",1,"210055239808"
"2121",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.240922520992802,0.528842114222226,"00001100010000001100000010000111000100000010",1,"210056751847"
"2669",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.240387245496699,0.519671710975509,"00010100000000100010000000000110010101000000",1,"210057231094"
"3349",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.239908575855923,0.612124583917016,"00100100000000011010000000000001100000010100",1,"210054844103"
"900",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.239754420384634,0.607380428691787,"00000001010010001110110000100011000100000100",1,"210054679248"
"1436",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.23970684469153,0.573487452323472,"00000100100001000100000000000010001010000001",1,"210055106499"
"659",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,-0.239375348052943,0.686025161597096,"00000000100111000101000111000000100000000110",1,"210057206178"
"3955",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,-0.238836233259064,0.530809802132547,"01000010101000000011000010000001000001000110",1,"210056694611"
"5852",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.23839322514607,0.52858975902223,"10110100100000001001011000010000000010000000",1,"210054771818"
"5508",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.237942616589214,0.606374141597938,"10001000100000000000001000001010010001000100",1,"210054685548"
"2173",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.237827187753795,0.541890048096354,"00001100110000000001000000100110000000000010",1,"210054737802"
"549",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.237568118655628,0.548380252136925,"00000000100000101000010010101101000000001100",1,"210057623110"
"747",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.237543871167825,0.536656492544263,"00000000101010000001000010000011000000000100",1,"210054589496"
"3978",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.237458371640306,0.55647595951186,"01000100000000000010110000011001001001000100",1,"210057612635"
"1246",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,-0.237404720644006,0.656139113529685,"00000100000001100100001010000000101011000010",1,"210057515730"
"2335",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.237258947846375,0.612765888658485,"00010000000101000110000000000100100100000000",1,"210057997744"
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.237228402939503,0.516967879189555,"00000000001000000010000000011100001000000000",1,"210057481049"
"1848",0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.236983080907897,0.545786587525409,"00000110101011010000010100100000010000000000",1,"210055109946"
"933",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,-0.236911454588721,0.698507246140847,"00000001100010010000010100001000001100000001",1,"210057686690"
"5524",1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-0.236700671419036,0.596752873042682,"10001010100010100000001100011000001101000000",1,"210054509366"
"849",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,-0.235489214596002,0.523185257607221,"00000000111000101001100001000000000101000001",1,"210054678905"
"5931",1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.234686711957584,0.551063466683464,"11000000110000101101001001000010000000000000",1,"210054967043"
"4537",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.234399967730395,0.566419248580734,"01010100000000111001000010001001000100100000",1,"210056757701"
"5616",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-0.234320857404644,0.59626713471126,"10010000100010000011000000000000100111000000",1,"210054574090"
"5201",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.23404457848335,0.545498182293093,"10000000100001010110001000001000010000000000",1,"210055241569"
"3302",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,-0.233905040197652,0.788499982659015,"00100001000000000100000100001010001011000011",1,"210056776699"
"5643",1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.233862191056411,0.622768450877118,"10010001001010001000010000000010000001000010",1,"210054761135"
"3780",0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,-0.233861703962217,0.65545383990132,"01000000100001100000011100001000011011000001",1,"210054664360"
"5696",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-0.233161473929461,0.522058988208544,"10010100110000000000000000000100000001000011",1,"210054932638"
"2232",0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.232636159488683,0.568751397046596,"00001110100010000101000000101000000100000000",1,"210056561995"
"344",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.232100379972643,0.635134465279503,"00000000001010100000000000000010100000000000",1,"210054908677"
"130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.231263957444845,0.640893859451682,"00000000000000100000011000001100100000000010",1,"210057664488"
"1319",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.230666926305736,0.529065197626117,"00000100001010000001100001001001000000001010",1,"210054677723"
"4447",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.230394455771393,0.542342779310794,"01010000100000111000000010000101000000100100",1,"210055336342"
"5308",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.230317354182941,0.52706592029717,"10000010100000101000010000001101001100000000",1,"210054720240"
"498",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,-0.230227496217998,0.514730206227868,"00000000100000001000101000001100000111001000",1,"210057639398"
"3368",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.229582933845259,0.542579759043089,"00100100100000000100010110000010000000011000",1,"210057602263"
"3762",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,-0.229241479609058,0.669419636300666,"01000000100000010101110000000000101000001011",1,"210054692235"
"4008",0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.229068133909569,0.72348065932422,"01000100000101000000000000001000100010000000",1,"210057223246"
"3452",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.228950668446996,0.551700809064041,"00101000100101000010110110010101000000000010",1,"210057628382"
"445",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.228873835959975,0.526670891424255,"00000000100000000000001000011101000000000010",1,"210056802008"
"5671",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.228531231360039,0.539556503939059,"10010100100000000000000000001000000010000000",1,"210057646035"
"4147",0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,-0.228440512077681,0.533239324190214,"01000100110000100000001010010000001011101000",1,"210055199934"
"4518",0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.228295299637298,0.575530456969983,"01010010000001001010010110001101000000000000",1,"210055133762"
"2448",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.228224118612624,0.530789228302456,"00010000101000000000000000000010000001010000",1,"210057201850"
"2336",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.228063652635982,0.617760929139223,"00010000000110000000100000000111100000001010",1,"210055321518"
"3081",0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.227722827973036,0.55333802714055,"00011010101000100000100001000000001000001000",1,"210054739852"
"2255",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.227719385295121,0.683229156943375,"00010000000000000000010000001100100000000001",1,"210054567544"
"3710",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.227511618145565,0.563910524116764,"01000000001001110110000100010001001000010000",1,"210056742715"
"3527",0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.226815394888166,0.745001068782116,"00110001100001000000000001101000000000010000",1,"210054777944"
"501",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.225702598611462,0.593090307862313,"00000000100000001010100000000000100000000011",1,"210054647286"
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.225590119227562,0.704088168200512,"00000000000000000000111100011000100000001001",1,"210055038148"
"1364",0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,-0.225403484992572,0.500802303010945,"00000100011010101100100000100000000101100000",1,"210056521981"
"3979",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.224980943168384,0.64719042720247,"01000100000000000100001110000000100101000000",1,"210057687993"
"5626",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.224951000868132,0.530970725256228,"10010000101000010000010000000010000000000000",1,"210056469825"
"895",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.224843702527553,0.625533583240687,"00000001001000000100000000001000010001000000",1,"210057713734"
"5132",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.224595335980079,0.53087598356118,"10000000001000001000011000001100000000000100",1,"210055000456"
"2680",0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.224492007947437,0.581602855925421,"00010100000011100000110100011000010000000000",1,"210056754414"
"1766",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,-0.224490512277022,0.614062579666064,"00000110000000001100100000000001100000001011",1,"210054484175"
"4210",0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.223957366995959,0.54915438050227,"01000110011000000000100000101000010000001000",1,"210057607115"
"366",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,-0.223563380457723,0.527517561023709,"00000000001110110010111000001000011000000010",1,"210056249518"
"5793",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.223324821591351,0.571695940325085,"10100000101000000000000001001000000000000011",1,"210057666308"
"805",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.222755757179772,0.55512214767895,"00000000110000110100000001011000000000000100",1,"210057221253"
"4410",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.22269999248199,0.546129106096534,"01010000001000010010000000010011010000000010",1,"210055215289"
"3232",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.222586479580239,0.548062837615069,"00100000001000001001101100001001000011000000",1,"210057644454"
"4317",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.220980927279237,0.559493926922093,"01001100100000000011000000000010011000000000",1,"210057473176"
"346",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.220504213200979,0.533842218947255,"00000000001010100000110000001100000101000100",1,"210054720376"
"3335",0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.219726951458402,0.544742573983588,"00100010100000100100010000001100001001010000",1,"210054803435"
"2741",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.219711421667983,0.507851108661472,"00010100100000000101010001000100000001000000",1,"210055125316"
"4945",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.21943374560632,0.766818882104485,"01110000000101000000100000001000100010100000",1,"210054685750"
"3246",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,-0.219043264799329,0.52829772506838,"00100000011110001000000000011100001011010000",1,"210054894630"
"422",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.218795192028343,0.527410518190052,"00000000011000010000110000010111000000000001",1,"210054576989"
"5256",1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.21878222436175,0.551543271645657,"10000000110001100010001001001000001001000000",1,"210057286912"
"5701",1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,-0.218514060797236,0.50739382829999,"10010100110100010011000100000000000110011000",1,"210054818562"
"509",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.218017341564161,0.620660696726475,"00000000100000010000001000000010100100001000",1,"210054913991"
"3886",0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.217675992756861,0.630875784356286,"01000001001010000000100000000011000000100000",1,"210057599446"
"5237",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.217205433494617,0.504926969544508,"10000000101000100100100000000001000000010000",1,"210054986734"
"743",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.216817940801273,0.542729657139731,"00000000101010000000000000001000011001000110",1,"210054841296"
"794",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.216623783993853,0.586743387774068,"00000000110000010101000000100100100010000000",1,"210054516708"
"3429",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.216536948178402,0.53883419252782,"00100110100000000100000000001000000000000000",1,"210056812686"
"1795",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.216487708540746,0.537722167079351,"00000110010000000000000001011110000000000010",1,"210057165166"
"3744",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.216215064274561,0.578339327737281,"01000000100000000000001000001011001000010000",1,"210055316917"
"3089",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.215984376561133,0.571132503599733,"00011100000000000100100100001000000000100000",1,"210054957590"
"475",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,-0.215255509270541,0.535749440565922,"00000000100000000010000010011010001100010000",1,"210057727340"
"4073",0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.214424152618294,0.568900483349151,"01000100100011011000010000001000000011000000",1,"210054910862"
"3635",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,-0.214287662401399,0.712312925712655,"01000000000000000000010000101110100011001010",1,"210054920187"
"5815",1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.211722756975663,0.536634941358517,"10100100100001110100000001000100000000000000",1,"210055125572"
"1276",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-0.21065253078585,0.543504858655492,"00000100000100100010000001001011000110000000",1,"210054690360"
"4167",0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.210531184281501,0.668972344432015,"01000101000100100000000000001001000100000010",1,"210055179591"
"1354",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,-0.210511472902307,0.521130140465246,"00000100011000000010011100000000011000000011",1,"210056616926"
"5966",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.001,-0.210446484628259,0.614740359469603,"11000100100000000000000000000000100000000000",1,"210054912150"
"2223",0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.210322196077818,0.572346402275059,"00001110000101000110000010011001000000001010",1,"210056678928"
"5339",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,-0.210316850785345,0.570809840252611,"10000100000000100000010000011011000001010110",1,"210054886272"
"4062",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.210245181311842,0.540095008821072,"01000100100010000000001000010100000001000001",1,"210054985931"
"681",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.210187585687784,0.510788846007415,"00000000101000000010000100000001000101000100",1,"210054562525"
"608",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,-0.209860234872959,0.538675067577185,"00000000100010000100010011001101001001000110",1,"210057732389"
"3264",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.209567956595185,0.599311847437462,"00100000100000100010000000000001110000010000",1,"210057635995"
"2075",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.209526746633728,0.541154081638795,"00001010100000010010000000011100001000000000",1,"210055007007"
"5591",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.208938554497716,0.533005550233658,"10010000001000001100010000001001000010001010",1,"210057212778"
